property_type,surface_covered_in_m2,price_aprox_usd,state,lat,lon
house,900.0,1778168.82,Distrito Federal,19.453854,-99.193979
house,91.0,58745.42,Distrito Federal,21.161908,-86.8515279
house,81.0,26166.21,Distrito Federal,,
house,148.0,81664.04,Quintana Roo,20.627527,-87.076686
apartment,40.0,65000.0,Quintana Roo,19.346647,-99.275787
house,172.0,126447.56,Distrito Federal,19.367424,-99.185753
apartment,90.0,286500.0,Solidaridad,19.4468279,-99.1594532
house,100.0,167569.57,Distrito Federal,19.402944,-99.199727
house,384.0,395148.62,Distrito Federal,20.626583,-87.078659
apartment,90.0,100104.31,Distrito Federal,19.486016,-99.180528
house,171.0,395148.62,Distrito Federal,,
house,1107.0,341383.98,Quintana Roo,,
house,1024.0,1900000.0,Distrito Federal,19.351912,-99.190111
apartment,62.0,235000.0,Quintana Roo,19.416867,-99.114059
house,90.0,153317.66,Distrito Federal,19.367424,-99.185753
house,196.0,79803.16,Distrito Federal,19.374413,-99.105499
house,415.0,390358.88,Distrito Federal,19.290953,-99.124863
apartment,66.0,38039.64,Distrito Federal,19.338133,-99.161881
house,230.0,102738.64,Distrito Federal,,
apartment,60.0,40041.72,Distrito Federal,19.467845,-99.175441
house,122.0,68492.42,Distrito Federal,19.395511,-99.184236
apartment,189.0,437297.81,Distrito Federal,19.274252,-99.169215
apartment,60.0,21074.59,Distrito Federal,,
apartment,65.0,37407.4,Distrito Federal,19.366901,-99.297272
apartment,105.0,76097.32,Distrito Federal,19.288803,-99.140128
house,123.0,123813.23,Distrito Federal,19.283408,-99.218643
apartment,65.0,85878.96,Distrito Federal,21.0976940967,-86.8448617961
apartment,48.0,59377.66,Distrito Federal,19.4417291,-99.1629024
apartment,70.0,47207.08,Distrito Federal,19.455159,-99.200508
house,785.0,435000.0,Quintana Roo,19.473623,-99.197517
house,120.0,71143.62,Distrito Federal,19.378466,-99.197501
apartment,482.0,818710.0,Distrito Federal,19.3755039,-99.1630337
apartment,55.0,88513.29,Distrito Federal,,
house,195.0,161258.87,Quintana Roo,19.396727,-99.115875
apartment,191.0,675000.0,Quintana Roo,19.378009,-99.193543
apartment,70.0,104689.57,Distrito Federal,18.52829,-88.295982
house,0.0,425000.0,Quintana Roo,19.317922,-99.236124
apartment,58.0,35879.49,Distrito Federal,23.634501,-102.552788
apartment,330.0,1100000.0,Distrito Federal,19.399741,-99.115503
house,110.0,34254.33,Quintana Roo,19.479406,-99.078559
apartment,62.0,42149.18,Distrito Federal,19.392349,-99.07093
apartment,58.0,94414.17,Distrito Federal,,
apartment,55.0,158059.45,Distrito Federal,,
house,225.0,141199.77,Distrito Federal,21.161908,-86.8515279
house,85.0,39524.23,Quintana Roo,19.37808,-99.035519
house,190.0,142499.34,Distrito Federal,19.345651,-99.212079
apartment,42.0,72707.34,Distrito Federal,19.382649,-99.143384
apartment,110.0,110641.61,Distrito Federal,19.465349,-99.150474
apartment,120.0,244570.65,Distrito Federal,20.623851,-87.084126
house,85.0,258926.82,Distrito Federal,,
house,637.0,496951.36,Distrito Federal,19.496491,-99.149702
house,625.0,547939.43,Quintana Roo,19.453854,-99.193979
apartment,512.0,332451.71,Distrito Federal,19.472155,-99.161186
house,320.0,242415.29,Distrito Federal,21.161908,-86.8515279
apartment,75.0,73234.21,Distrito Federal,19.338886,-99.252586
apartment,63.0,168849.64,Distrito Federal,20.615794,-87.08224
house,208.0,90167.95,Distrito Federal,19.373535,-99.194161
house,54.0,76722.05,Distrito Federal,19.452245,-99.15589
apartment,60.0,44794.13,Distrito Federal,19.423202,-99.110099
apartment,60.0,52096.39,Distrito Federal,19.410307,-99.065399
house,310.0,178431.52,Distrito Federal,21.196655,-86.823288
apartment,70.0,101647.34,Distrito Federal,19.476283,-99.17696
apartment,72.0,50052.15,Distrito Federal,20.686576,-87.053177
apartment,65.0,26751.56,Distrito Federal,,
apartment,85.0,76740.25,Distrito Federal,19.3176966,-99.0612554
house,427.0,331924.84,Quintana Roo,20.6377643401,-87.0926141739
house,144.0,173906.62,Distrito Federal,19.428152,-99.106194
apartment,50.0,21343.71,Distrito Federal,21.139086,-86.84964
apartment,76.0,71126.75,Distrito Federal,19.236063,-99.113616
house,275.0,88513.29,Distrito Federal,19.405887,-99.16285
apartment,80.0,53158.18,Distrito Federal,19.392349,-99.07093
apartment,69.0,293171.0,Distrito Federal,19.305233,-99.12269
apartment,64.0,125865.34,Distrito Federal,19.470359,-99.183001
apartment,219.0,1019993.0,Distrito Federal,19.473522,-99.069364
apartment,70.0,89988.51,Distrito Federal,21.129547,-86.817017
apartment,70.0,63223.78,Distrito Federal,,
apartment,80.0,147522.15,Distrito Federal,19.369509,-99.172532
store,461.0,305654.07,Quintana Roo,19.384467,-99.135872
apartment,178.0,200208.63,Quintana Roo,19.3324656266,-99.2559626698
apartment,133.0,345000.0,Distrito Federal,19.290949,-99.142377
house,70.0,135803.62,Distrito Federal,20.626583,-87.078659
apartment,78.0,168636.73,Distrito Federal,19.386852,-99.194748
apartment,353.0,669000.0,Quintana Roo,19.3437444,-99.1561883
apartment,56.0,36300.98,Distrito Federal,,
apartment,78.0,168636.73,Distrito Federal,21.0505319674,-86.853179874
apartment,65.0,104319.23,Distrito Federal,19.2789407,-99.1343543
apartment,70.0,85088.67,Distrito Federal,19.365567,-99.036448
apartment,47.0,110000.0,Quintana Roo,,
apartment,79.0,161220.64,Distrito Federal,19.381125,-99.1226
house,90.0,44363.96,Distrito Federal,19.332495,-99.168057
apartment,180.0,415696.35,Distrito Federal,19.37314,-99.188301
house,146.0,392514.3,Distrito Federal,19.402603,-99.137615
house,250.0,175972.85,Distrito Federal,19.430132,-99.169144
apartment,90.0,181768.36,Distrito Federal,19.3443,-99.233696
apartment,107.0,79443.7,Distrito Federal,19.353788,-99.105499
apartment,70.0,159900.0,Quintana Roo,19.465454,-99.162665
apartment,1500.0,54235.15,Distrito Federal,19.48964,-99.165167
apartment,105.0,309606.85,Distrito Federal,19.395077,-99.168409
apartment,85.0,55833.44,Distrito Federal,19.443649,-99.20299
apartment,75.0,60277.09,Distrito Federal,,
apartment,189.0,440000.0,Distrito Federal,23.634501,-102.552788
apartment,78.0,150156.47,Distrito Federal,,
apartment,105.0,309680.27,Distrito Federal,20.6690869714,-87.0546340942
apartment,60.0,97750.97,Distrito Federal,19.286214,-99.222026
apartment,105.0,76079.28,Distrito Federal,19.433846,-99.1905
apartment,75.0,60062.59,Distrito Federal,,
house,60.0,23714.54,Distrito Federal,19.431167,-99.145351
apartment,320.0,152790.8,Quintana Roo,19.394073,-99.153915
apartment,140.0,447835.11,Distrito Federal,19.303385,-99.040458
house,100.0,169161.12,Distrito Federal,19.325608,-99.06112
apartment,0.0,395242.33,Distrito Federal,19.4034054,-99.1825418
house,862.0,1700000.0,Quintana Roo,19.410687,-99.138477
apartment,300.0,96198.77,Distrito Federal,21.158964,-86.845937
house,455.0,410954.57,Quintana Roo,19.352605,-99.131212
apartment,156.0,400417.27,Distrito Federal,,
apartment,141.0,280818.95,Distrito Federal,23.634501,-102.552788
apartment,61.0,140525.38,Distrito Federal,19.370501,-99.139389
apartment,99.0,513729.0,Quintana Roo,19.3649271337,-99.163814038
apartment,80.0,128000.0,Quintana Roo,19.3755039,-99.1630337
house,116.0,123128.31,Distrito Federal,19.39365,-99.14769
apartment,63.0,124403.22,Distrito Federal,21.1457477,-86.8333939
apartment,350.0,437297.81,Distrito Federal,,
apartment,75.0,51105.88,Distrito Federal,19.383364,-99.168089
house,203.0,167569.57,Distrito Federal,19.363284,-99.172349
apartment,70.0,53158.18,Distrito Federal,19.408805,-99.129702
apartment,67.0,37307.29,Distrito Federal,19.388044,-99.185753
house,200.0,185670.36,Distrito Federal,19.452621,-99.154479
house,330.0,176499.72,Distrito Federal,19.354509,-99.149765
apartment,51.0,22945.43,Distrito Federal,19.469681,-99.086136
house,150.0,81611.36,Distrito Federal,19.414261,-99.104118
house,68.0,24235.78,Quintana Roo,19.396655,-99.184696
house,90.0,63238.77,Quintana Roo,19.454332,-99.200287
house,250.0,102612.19,Distrito Federal,19.363469,-99.010141
apartment,76.0,26079.8,Distrito Federal,19.508428,-99.125896
house,330.0,495000.0,Quintana Roo,19.477476,-99.093448
apartment,45.0,12463.3,Distrito Federal,19.311038,-99.101601
apartment,70.0,60603.82,Distrito Federal,21.1804848171,-86.809146094
apartment,155.0,363297.43,Distrito Federal,19.399226,-99.134352
apartment,70.0,87248.81,Distrito Federal,19.371342,-99.253616
house,227.0,289775.66,Distrito Federal,19.282308,-99.126869
house,200.0,146151.86,Distrito Federal,19.3336122,-99.2549247
apartment,83.0,225400.0,Quintana Roo,19.333901,-99.240356
apartment,180.0,350000.0,Quintana Roo,19.422796,-99.066093
apartment,122.0,366000.0,Quintana Roo,19.3792868,-99.1652956
apartment,65.0,72331.98,Distrito Federal,21.161908,-86.8515279
apartment,80.0,75552.41,Distrito Federal,19.4157721,-99.107331
apartment,336.0,1075000.0,Quintana Roo,19.386852,-99.194748
house,480.0,384611.33,Quintana Roo,19.44365,-99.141269
apartment,98.0,221335.7,Distrito Federal,19.3934821,-99.137825
house,440.0,400000.0,Quintana Roo,,
apartment,70.0,84298.37,Distrito Federal,19.279748,-98.99957
apartment,50.0,18449.22,Distrito Federal,,
apartment,126.0,259830.24,Distrito Federal,20.6169593355,-87.089202404
house,220.0,395148.62,Distrito Federal,19.415461,-99.124168
apartment,443.0,1100000.0,Quintana Roo,20.848505,-86.877063
apartment,170.0,150192.08,Quintana Roo,19.438038,-99.176477
house,180.0,184446.42,Distrito Federal,19.403334,-99.157755
apartment,70.0,45194.99,Distrito Federal,,
apartment,33.0,69000.0,Solidaridad,19.410553,-99.133858
house,494.0,468909.7,Quintana Roo,19.377202,-99.126877
house,300.0,255379.24,Distrito Federal,19.326108,-99.122758
apartment,44.0,43740.15,Distrito Federal,,
apartment,63.0,39514.86,Distrito Federal,19.371342,-99.253616
apartment,600.0,4500000.0,Distrito Federal,,
house,340.0,263432.41,Quintana Roo,19.3499358,-99.2906864
apartment,78.0,89567.02,Distrito Federal,19.442283,-99.162278
apartment,141.0,395148.62,Distrito Federal,19.522644,-99.138341
apartment,253.0,593000.0,Quintana Roo,19.474655,-99.189277
apartment,78.0,161891.26,Distrito Federal,19.496076,-99.204251
apartment,91.0,364313.41,Distrito Federal,19.287455,-99.218351
apartment,62.0,121207.64,Distrito Federal,19.359397,-99.060607
apartment,300.0,165962.42,Distrito Federal,19.397352,-99.14891
house,573.0,490000.0,Quintana Roo,19.4208914068,-99.1522483528
house,270.0,132274.43,Distrito Federal,20.628386,-87.072749
house,180.0,187037.01,Distrito Federal,,
apartment,75.0,51627.48,Distrito Federal,,
house,182.0,252955.09,Distrito Federal,19.2464696,-99.1013498
house,133.0,120125.18,Distrito Federal,19.314893,-99.231987
house,120.0,125423.56,Distrito Federal,19.358008,-99.127094
apartment,100.0,90585.61,Distrito Federal,21.129547,-86.817017
apartment,87.0,63238.77,Distrito Federal,19.392349,-99.07093
apartment,120.0,380000.0,Quintana Roo,19.298899,-99.208048
house,300.0,207106.98,Distrito Federal,21.0842528,-86.8463243
apartment,90.0,90607.14,Distrito Federal,19.376339,-99.270142
apartment,80.0,75166.06,Distrito Federal,21.082655,-86.857162
apartment,75.0,207739.37,Distrito Federal,19.401507,-99.14682
apartment,70.0,61641.57,Distrito Federal,19.484504,-99.180683
apartment,75.0,207015.73,Distrito Federal,22.747675,-102.614373
house,600.0,1043192.37,Distrito Federal,21.1105572612,-86.8536872906
apartment,70.0,45439.79,Distrito Federal,19.3972569,-99.2584041
apartment,85.0,142253.5,Distrito Federal,21.1309891287,-86.8762977891
house,250.0,395148.62,Distrito Federal,21.203037,-86.806343
house,145.0,103883.25,Distrito Federal,19.457982,-99.19269
house,75.0,54667.49,Distrito Federal,19.342244,-99.146851
apartment,164.0,305654.07,Distrito Federal,19.3562790395,-99.1992493719
apartment,60.0,35563.37,Distrito Federal,19.436577,-99.230491
house,68.0,45257.68,Distrito Federal,19.353921,-99.190427
apartment,90.0,107470.76,Distrito Federal,19.459793,-99.140935
apartment,226.0,453103.76,Distrito Federal,19.268424,-99.159106
apartment,122.0,86383.21,Distrito Federal,19.370272,-99.149127
apartment,68.0,67175.26,Distrito Federal,19.395586,-99.184584
house,458.0,262257.51,Distrito Federal,19.407816,-99.129707
apartment,110.0,201789.23,Distrito Federal,,
apartment,50.0,44783.51,Distrito Federal,19.369555,-99.006656
apartment,75.0,29265.48,Distrito Federal,,
apartment,80.0,38735.1,Distrito Federal,,
apartment,54.0,36827.85,Distrito Federal,19.490943,-99.075738
apartment,90.0,182295.23,Distrito Federal,21.129547,-86.817017
apartment,42.0,27028.16,Distrito Federal,19.417636,-99.153292
apartment,790.0,1975000.0,Distrito Federal,19.443285,-99.092053
store,480.0,337193.49,Distrito Federal,19.273622,-99.142541
apartment,80.0,75125.5,Distrito Federal,19.302588,-99.048903
house,287.0,637506.45,Distrito Federal,20.2011515176,-87.4590682983
apartment,205.0,421591.82,Quintana Roo,19.406458,-99.135814
house,1.0,1500000.0,Quintana Roo,19.337953,-99.240322
apartment,85.0,180230.5,Distrito Federal,19.403316,-99.145023
apartment,70.0,165962.42,Distrito Federal,19.360367,-99.192614
apartment,97.0,50942.31,Distrito Federal,19.463026,-99.125833
house,140.0,192305.66,Distrito Federal,19.284672,-99.220367
apartment,156.0,368805.38,Distrito Federal,19.414261,-99.104118
apartment,46.0,36592.87,Distrito Federal,19.3742208,-99.0090872
apartment,208.0,131716.2,Distrito Federal,19.456208,-99.126229
apartment,44.0,10576.49,Distrito Federal,19.393827,-99.146232
apartment,50.0,21079.59,Distrito Federal,19.298168,-99.113106
apartment,67.0,110855.09,Distrito Federal,,
house,185.0,204950.42,Distrito Federal,20.691571,-87.042292
apartment,74.0,29438.36,Distrito Federal,23.634501,-102.552788
house,950.0,1790000.0,Distrito Federal,19.476671,-99.124336
house,100.0,66384.96,Distrito Federal,19.3992361,-99.1463882
apartment,100.0,168596.74,Distrito Federal,19.347066,-99.203064
apartment,120.0,246631.21,Distrito Federal,19.282249,-99.194499
house,240.0,184402.69,Distrito Federal,19.38828,-99.195529
apartment,150.0,180187.77,Distrito Federal,19.381729,-99.164986
apartment,122.0,205477.28,Distrito Federal,19.432657,-99.177444
apartment,85.0,85878.96,Distrito Federal,19.33985,-99.145409
apartment,160.0,226551.88,Distrito Federal,19.3670983,-99.1624422
apartment,53.0,113275.94,Distrito Federal,19.377875,-99.176416
house,180.0,37310.87,Quintana Roo,19.410307,-99.065399
apartment,70.0,101333.65,Distrito Federal,19.386852,-99.194748
apartment,90.0,70801.04,Distrito Federal,19.455259,-99.150242
apartment,250.0,237089.17,Distrito Federal,19.3075260888,-99.0562359989
house,300.0,136984.85,Quintana Roo,19.364245,-99.302638
apartment,110.0,221283.23,Distrito Federal,19.385472,-99.256456
apartment,84.0,53073.5,Distrito Federal,,
apartment,44.0,29293.68,Distrito Federal,19.461256,-99.133059
apartment,79.0,219000.0,Solidaridad,19.307417,-99.125191
apartment,96.0,285824.17,Distrito Federal,21.1111733016,-86.8484298885
house,100.0,151635.91,Distrito Federal,,
apartment,249.0,271335.39,Quintana Roo,,
apartment,81.0,131716.2,Distrito Federal,,
house,955.0,209615.45,Distrito Federal,19.284672,-99.220367
apartment,60.0,57441.88,Distrito Federal,19.3271667,-99.2245237
house,0.0,186080.09,Distrito Federal,21.1331618928,-86.7577055097
apartment,46.0,38619.19,Distrito Federal,21.151176,-86.86996
apartment,80.0,131716.2,Distrito Federal,19.413992,-99.138695
house,150.0,52698.97,Quintana Roo,19.439633,-99.206322
house,160.0,163328.09,Distrito Federal,,
apartment,80.0,56689.49,Distrito Federal,19.408904,-99.174556
house,219.0,183665.08,Distrito Federal,21.180864,-86.85466
house,120.0,89672.39,Distrito Federal,20.622898,-87.0753038
apartment,72.0,67664.19,Distrito Federal,19.412423,-99.162415
house,287.0,748800.0,Quintana Roo,19.414009,-99.14248
apartment,50.0,31611.89,Distrito Federal,19.405298,-99.164986
apartment,65.0,94045.37,Distrito Federal,19.493973,-99.130394
house,250.0,347730.79,Distrito Federal,19.41498,-99.177444
apartment,70.0,40041.72,Distrito Federal,,
house,1100.0,2800000.0,Distrito Federal,19.469769,-99.1573774
house,280.0,418857.54,Distrito Federal,,
apartment,65.0,57955.13,Distrito Federal,19.4182570225,-99.092574455
house,421.0,1264775.47,Distrito Federal,19.3538129,-99.1636051
apartment,61.0,30196.51,Distrito Federal,19.386852,-99.194748
apartment,75.0,116026.17,Distrito Federal,19.430456,-99.1889121
apartment,88.0,311103.14,Distrito Federal,19.317698,-99.061256
apartment,467.0,90161.48,Distrito Federal,21.158964,-86.845937
apartment,145.0,123813.23,Distrito Federal,19.458118,-99.125557
house,365.0,210745.93,Distrito Federal,19.4338054,-99.1922219
apartment,65.0,53099.54,Distrito Federal,19.281164,-99.20237
house,58.0,29432.67,Quintana Roo,19.396265,-99.18194
apartment,65.0,31787.49,Distrito Federal,19.3947191,-99.2472071
apartment,60.0,40041.72,Distrito Federal,19.4873329,-99.1236134
apartment,67.0,129282.09,Distrito Federal,19.357628,-99.177174
apartment,59.0,42928.94,Distrito Federal,23.634501,-102.552788
apartment,270.0,1351500.0,Distrito Federal,19.278273,-99.21509
house,314.0,158059.45,Distrito Federal,,
house,255.0,134370.92,Distrito Federal,,
store,280.0,89567.02,Distrito Federal,19.312578,-99.236298
house,63.0,59535.72,Distrito Federal,,
apartment,70.0,79820.02,Distrito Federal,19.418048,-99.158527
house,180.0,230000.0,Quintana Roo,19.375412,-99.144234
house,250.0,450000.0,Quintana Roo,,
apartment,119.0,219491.24,Distrito Federal,,
house,137.0,78432.89,Quintana Roo,19.354808,-99.109716
house,450.0,347813.25,Distrito Federal,19.381978,-99.156831
apartment,74.0,55320.8,Distrito Federal,,
house,95.0,206004.15,Distrito Federal,19.2790911,-99.2114234
apartment,78.0,48998.42,Distrito Federal,19.4351765,-99.2004541
apartment,100.0,39514.86,Quintana Roo,19.456208,-99.126229
apartment,141.0,302683.84,Distrito Federal,21.147453,-86.831886
apartment,78.0,89567.02,Distrito Federal,,
apartment,270.0,949175.29,Distrito Federal,19.373469,-99.064839
house,261.0,165474.79,Distrito Federal,,
apartment,60.0,79029.72,Distrito Federal,19.349781,-99.226194
apartment,65.0,48102.75,Distrito Federal,19.366738,-99.14554
apartment,48.0,158266.83,Distrito Federal,19.474631,-99.088611
apartment,1041.0,33613.97,Distrito Federal,19.2790911,-99.2114234
apartment,60.0,88513.29,Distrito Federal,19.469681,-99.086136
house,1200.0,922013.46,Distrito Federal,21.05235,-86.853306
apartment,74.0,168849.64,Distrito Federal,19.530514,-99.144348
apartment,95.0,58671.66,Distrito Federal,,
house,329.0,368892.84,Distrito Federal,20.670995,-87.116604
apartment,88.0,179745.2,Distrito Federal,21.129547,-86.817017
apartment,90.0,55355.89,Distrito Federal,,
apartment,45.0,44622.29,Distrito Federal,,
apartment,128.0,120125.18,Distrito Federal,19.335785,-98.999044
house,200.0,126974.42,Distrito Federal,19.400097,-99.122093
apartment,50.0,24499.21,Distrito Federal,21.1387234,-86.8703338
apartment,70.0,136880.32,Distrito Federal,,
apartment,13175.0,315592.03,Distrito Federal,19.386036,-99.240991
house,426.0,1450000.0,Distrito Federal,21.161908,-86.8515279
apartment,47.0,43150.23,Distrito Federal,19.41498,-99.177444
apartment,245.0,668750.03,Distrito Federal,19.374721,-99.140098
house,200.0,136984.85,Distrito Federal,,
apartment,700.0,1488000.0,Distrito Federal,19.4384159194,-99.1313845664
apartment,60.0,182380.09,Distrito Federal,,
house,140.0,100128.05,Distrito Federal,20.652242,-87.092232
house,250.0,1250000.0,Quintana Roo,19.2990233,-99.0436467
apartment,54.0,289775.66,Distrito Federal,19.495085,-99.093742
house,76.0,131716.2,Distrito Federal,19.376456,-99.145563
apartment,450.0,1300000.0,Distrito Federal,,
house,100.0,31953.02,Distrito Federal,19.414771,-99.065035
apartment,60.0,52159.61,Distrito Federal,19.401079,-99.24807
house,142.0,152827.03,Distrito Federal,19.392025,-99.135302
apartment,59.0,82210.4,Distrito Federal,19.507825,-99.143456
apartment,130.0,104319.23,Quintana Roo,19.4592184735,-99.1444877163
apartment,224.0,360988.0,Distrito Federal,19.4306069,-99.0949899
apartment,162.0,750000.0,Distrito Federal,19.40158,-99.15333
apartment,78.0,280500.0,Quintana Roo,19.342083,-99.0532159
apartment,54.0,289775.66,Distrito Federal,19.357464,-99.207909
apartment,242.0,265000.0,Quintana Roo,19.405298,-99.164986
apartment,101.0,203555.81,Distrito Federal,,
house,343.0,630000.0,Quintana Roo,19.369814,-99.29186
apartment,56.0,39514.86,Distrito Federal,19.448226,-99.173938
apartment,50.0,31506.51,Distrito Federal,19.341894,-99.224525
house,850.0,895670.22,Distrito Federal,19.366163,-99.198655
apartment,64.0,83897.3,Distrito Federal,19.478152,-99.083024
apartment,122.0,203100.64,Quintana Roo,19.378729,-99.131032
apartment,64.0,241936.33,Distrito Federal,19.418578,-99.17134
apartment,44.0,27555.03,Distrito Federal,,
apartment,60.0,62696.91,Distrito Federal,,
apartment,147.0,334559.17,Distrito Federal,19.527836,-99.169827
apartment,90.0,45191.83,Distrito Federal,19.36787,-99.221502
house,182.0,104846.1,Quintana Roo,19.351292,-99.213448
house,208.0,352999.44,Distrito Federal,21.161995,-86.880989
house,150.0,140356.79,Distrito Federal,20.202038,-87.450584
apartment,60.0,100918.54,Distrito Federal,19.38512,-99.164668
apartment,85.0,172852.64,Distrito Federal,19.363469,-99.010141
apartment,102.0,177267.41,Distrito Federal,19.335033,-99.200347
house,303.0,76799.95,Distrito Federal,,
house,220.0,289844.37,Distrito Federal,,
house,120.0,98681.78,Distrito Federal,19.275661,-99.159234
apartment,87.0,232663.51,Distrito Federal,,
apartment,108.0,62854.97,Quintana Roo,19.450342,-99.126058
apartment,63.0,106036.39,Distrito Federal,19.39912,-99.141464
apartment,74.0,48576.93,Distrito Federal,19.469681,-99.086136
house,280.0,315000.0,Quintana Roo,20.609713,-87.096623
apartment,55.0,62907.66,Distrito Federal,19.282841,-99.1479379
house,110.0,131747.44,Distrito Federal,19.453142,-99.180214
apartment,127.0,400417.27,Distrito Federal,19.36476,-99.163522
apartment,50.0,22022.95,Distrito Federal,19.432399,-99.119672
apartment,90.0,34088.15,Distrito Federal,,
house,300.0,101263.42,Distrito Federal,19.234024,-99.121149
apartment,62.0,128506.33,Distrito Federal,19.861804,-90.488467
apartment,398.0,654000.0,Quintana Roo,19.395511,-99.184236
apartment,50.0,54947.48,Distrito Federal,19.352528,-99.217276
apartment,90.0,99074.07,Distrito Federal,21.129547,-86.817017
apartment,166.0,135053.0,Distrito Federal,19.368823,-99.224603
house,253.0,104881.19,Distrito Federal,20.6323624968,-87.0735168534
house,250.0,187037.01,Distrito Federal,19.258302,-99.067178
apartment,90.0,208160.96,Distrito Federal,19.429893,-99.202709
apartment,71.0,48550.59,Distrito Federal,20.63719,-87.089897
house,147.0,98260.29,Quintana Roo,21.1595877395,-86.8222086132
apartment,60.0,46507.41,Distrito Federal,19.274367,-99.144068
apartment,65.0,104319.23,Distrito Federal,,
apartment,65.0,60589.45,Distrito Federal,19.41091,-99.144846
apartment,170.0,865500.0,Distrito Federal,19.368823,-99.224603
apartment,90.0,54248.01,Distrito Federal,20.6252209295,-87.0883588493
house,254.0,242415.29,Quintana Roo,19.3556045,-99.2053049
house,696.0,401295.34,Distrito Federal,19.450019,-99.177035
apartment,80.0,197574.31,Distrito Federal,19.448539,-99.127649
apartment,46.0,18777.46,Distrito Federal,19.415143,-99.14685
apartment,60.0,45194.99,Distrito Federal,20.5060133,-86.9416755
apartment,101.0,126477.54,Distrito Federal,19.325394,-99.094573
apartment,105.0,106943.77,Distrito Federal,19.368335,-99.178389
apartment,79.0,253769.71,Distrito Federal,19.335735,-99.140842
apartment,64.0,167964.51,Distrito Federal,,
house,398.0,711267.53,Distrito Federal,19.417364,-99.159454
apartment,60.0,39524.23,Distrito Federal,19.475187,-99.175019
apartment,66.0,79556.59,Distrito Federal,19.337688,-99.059181
apartment,43.0,88000.0,Solidaridad,19.348211,-99.102702
apartment,56.0,90936.87,Distrito Federal,20.624109,-87.075594
house,294.0,151635.91,Distrito Federal,19.433274,-99.210758
apartment,90.0,58640.16,Distrito Federal,19.325361,-99.26414
apartment,180.0,199154.9,Quintana Roo,19.394073,-99.153915
apartment,49.0,46305.99,Distrito Federal,,
apartment,120.0,134840.87,Quintana Roo,19.373842731,-99.1737840771
apartment,128.0,242657.71,Distrito Federal,19.320839,-99.087611
apartment,70.0,71748.61,Distrito Federal,19.422564,-99.154225
apartment,133.0,345000.0,Distrito Federal,,
apartment,128.0,216065.81,Distrito Federal,19.453854,-99.193979
apartment,100.0,184402.69,Distrito Federal,19.4117507,-99.1633712
apartment,90.0,63238.77,Distrito Federal,19.284902,-99.139764
house,248.0,176541.57,Distrito Federal,19.493973,-99.130394
apartment,238.0,543250.33,Quintana Roo,19.374413,-99.105499
house,600.0,1027630.07,Quintana Roo,19.2352214,-99.1642971
house,70.0,228395.9,Distrito Federal,21.1066092405,-86.841069907
apartment,65.0,33118.72,Distrito Federal,,
apartment,55.0,150000.0,Solidaridad,19.293397,-99.05097
apartment,95.0,250000.0,Quintana Roo,23.634501,-102.552788
house,371.0,127815.82,Distrito Federal,19.403193,-99.155647
house,68.0,22128.32,Zacatecas,19.284947,-99.193053
apartment,202.0,335000.0,Quintana Roo,19.410307,-99.065399
house,57.0,34547.58,Distrito Federal,19.3443718901,-99.2059609292
apartment,62.0,140121.28,Distrito Federal,,
apartment,150.0,46954.78,Distrito Federal,19.271916,-99.221459
apartment,60.0,26870.1,Distrito Federal,,
house,177.0,158059.45,Distrito Federal,19.492195,-99.182526
apartment,92.0,139619.18,Distrito Federal,20.626583,-87.078659
house,370.0,280885.55,Distrito Federal,19.452728,-99.121779
apartment,310.0,948356.7,Distrito Federal,19.2464696,-99.1013498
house,355.0,262967.9,Distrito Federal,19.320442,-99.162838
house,170.0,91147.61,Distrito Federal,19.464922,-99.122093
house,100.0,790484.67,Distrito Federal,19.3752809,-99.1489484
apartment,224.0,714700.0,Quintana Roo,19.405298,-99.164986
apartment,74.0,170372.28,Distrito Federal,19.469418,-99.164299
apartment,137.0,326656.19,Distrito Federal,,
apartment,64.0,135639.93,Distrito Federal,19.389791,-99.164696
house,600.0,263494.89,Quintana Roo,21.161908,-86.8515279
house,450.0,237089.17,Distrito Federal,,
apartment,50.0,24235.78,Distrito Federal,19.345822,-99.076786
apartment,64.0,237089.17,Distrito Federal,21.1478678987,-86.8212360675
apartment,78.0,89567.02,Distrito Federal,23.634501,-102.552788
apartment,80.0,101357.68,Distrito Federal,19.327168,-99.224525
apartment,326.0,525547.67,Quintana Roo,19.380951,-99.13662
house,100.0,123110.76,Distrito Federal,19.305233,-99.12269
apartment,100.0,88226.41,Distrito Federal,19.305561,-99.171219
house,400.0,316118.9,Distrito Federal,19.318155,-99.220718
apartment,93.0,225450.73,Distrito Federal,20.675893,-87.05554
apartment,86.0,63856.01,Distrito Federal,19.456919,-99.105499
apartment,124.0,349888.56,Distrito Federal,19.473002,-99.182225
apartment,112.0,112573.41,Distrito Federal,,
house,166.0,97996.85,Distrito Federal,19.374721,-99.140098
house,297.0,294517.44,Distrito Federal,19.44396,-99.154836
house,1.0,3000000.0,Distrito Federal,19.382094,-99.144152
apartment,65.0,67454.69,Distrito Federal,19.49141,-99.092897
apartment,85.0,157833.43,Distrito Federal,19.296574,-99.050211
apartment,0.0,160166.91,Quintana Roo,20.6720862933,-87.0383483917
house,170.0,550000.0,Quintana Roo,21.1214122,-86.8788843
apartment,186.0,472946.97,Distrito Federal,19.312718,-99.107342
apartment,60.0,45194.99,Distrito Federal,,
